topic_id,uuid,target_event,option_A,option_B,option_C,option_D,golden_answer,split,tsne_x,tsne_y
12,89f42b58-e12c-4f15-999d-acfa610e343f,Huawei announced a deployment timeline for HarmonyOS on various devices between 2020 and 2022.,Huawei ensured HarmonyOS supports applications developed in multiple programming languages.,"Google, Intel, and other U.S. companies suspended business with Huawei.",Huawei denied the U.S. government's accusations and pursued legal means.,"Google, Intel, and other U.S. companies suspended business with Huawei.","B,D",train,114.71253,14.878428
14,7bc51201-9d98-4a71-b858-ab95ab603a47,"On January 17, 2025, the Supreme Court upheld the constitutionality of the April 2024 law regarding TikTok divestment.","In April 2024, Congress passed a law requiring ByteDance to divest TikTok by early 2025 or face a ban on U.S. app store distribution.",Kayla Curry received a New York Times alert about a U.S. government national security investigation into TikTok.,ByteDance stepped up efforts to separate its social media app TikTok from its Chinese operations.,TikTok denied sending user data to China and stated that its California team reviews content for U.S. policies.,A,train,48.52567,12.710477
17,4c2d1285-3adc-4136-ac36-1df6ef6e4673,"Ottawa rapper Khalid Omar was forced to evacuate his Calabasas condo, and his studio was ruined by the wildfires, specifically the Kenneth fire which began spreading Thursday.",The Kenneth fire broke out in West Hills.,The Park Fire became the fourth-largest in California history.,The Lidia fire ignited in Angeles National Forest.,"The Palisades fire burned over 23,400 acres and forced evacuations along Pacific Coast Highway in Pacific Palisades, Malibu, and Santa Monica.",A,train,-63.909615,-69.17705
8,8a26918b-7561-4444-9dc5-461f029c894c,Authorities in Myanmar and Thailand declared a state of emergency.,"A high-rise under construction collapsed in Bangkok, Thailand, causing casualties.","Mandalay General Hospital became full, stopped admitting patients, and lost power and water.",The United Nations mobilized help for Myanmar on Friday.,None of the others are correct causes.,D,train,-85.049416,-36.27181
27,c518723c-7083-490b-8c65-e5c3d5a1e801,Jeremy Hunt reversed most mini-budget policies three weeks later.,Boris Johnson resigned on July 7.,Liz Truss fired Treasury chief Kwasi Kwarteng.,Liz Truss became UK Prime Minister on September 5.,Kwasi Kwarteng announced a mini-budget on September 23.,"B,D",train,30.861862,0.83220273
13,278b2bce-f1bb-4c60-9bd3-aa3a9629fcf0,More than a dozen news outlets published stories based on the leaked Facebook documents.,A whistleblower turned over internal Facebook documents to Congress and the U.S. Securities and Exchange Commission.,Mark Zuckerberg announced a smart-glasses partnership with Ray-Ban.,Facebook announced Andrew Bosworth's promotion to chief technology officer.,"Facebook announced plans to hire 10,000 more employees for metaverse development in Europe.",A,train,47.463184,81.09294
36,43f3755f-ab87-4b6a-9a93-ebd094c380ac,U.S. government regulators announced they would fully cover deposits at both SVB and Signature Bank.,The Federal Reserve raised interest rates over the past year.,Signature Bank failed after a bank run.,The FDIC took control of SVB and created the Deposit Insurance National Bank of Santa Clara.,Silvergate announced it would wind down operations and liquidate.,B,train,97.23439,-31.90705
36,f21a1eb5-5ebd-4e7a-b627-5bf43ab4967b,US Treasury Secretary Janet Yellen called financial regulators together to discuss the situation.,Silvergate announced it would wind down operations and liquidate.,Silicon Valley Bank's stock cratered.,Many tech firms withdrew deposits from SVB following advice from venture capital firms.,The Federal Reserve raised interest rates over the past year.,B,train,111.52029,-35.332844
7,63912eca-5804-42c3-9a6b-86d7e23a20f5,"Police, parliament, prosecutors, and the anti-corruption body launched separate investigations into Yoon on treason allegations.",The impeachment motion against President Yoon failed.,Tens of thousands of protesters gathered outside the National Assembly in Seoul.,Hundreds of soldiers stormed the National Assembly.,Hundreds of soldiers stormed the National Assembly.,"C,D",train,-50.674095,58.491
24,b6af5db5-9169-4d5d-b74f-d258ecd74a7a,A temporary medical center was established in Itaewon for treating the injured.,A deadly crowd surge occurred in a narrow alley in Seoul's Itaewon district on Saturday night.,A deadly crowd surge occurred in a narrow alley in Seoul's Itaewon district on Saturday night.,"A group of young men shoved down the hill, leading to people falling and Kim being buried in the crush.",Emergency workers and pedestrians performed CPR on victims in the streets on Saturday night.,"A,B",train,-111.86453,-39.843857
36,4dbcce64-4aeb-4895-b5ed-0418c79deb9c,US Treasury Secretary Janet Yellen called financial regulators together to discuss the situation.,Silvergate announced it would wind down operations and liquidate.,Silicon Valley Bank's stock cratered.,The Federal Reserve raised interest rates over the past year.,Many tech firms withdrew deposits from SVB following advice from venture capital firms.,B,train,114.24056,-34.410057
21,f1f40ca8-1524-415d-b92f-ebd0d46b58e2,The military detained Aung San Suu Kyi and other top government figures.,China’s foreign minister Wang Yi visited Myanmar less than three weeks before the military coup.,"The military repeatedly disputed the election results, alleging fraud and calling on the election commission to release polling data.","Myanmar’s military seized power on February 1, beginning a coup.","The military repeatedly disputed the election results, alleging fraud and calling on the election commission to release polling data.","B,C,D",train,-60.041916,30.67198
24,abf99913-34fb-46d4-ae0c-f67b65fcda1a,Local governments established public mourning sites.,Emergency workers from around the country were deployed to Itaewon to treat the injured.,Emergency workers and pedestrians performed CPR on victims in the streets on Saturday night.,"World leaders, including Fumio Kishida, Joe Biden, and Xi Jinping, sent messages of condolence to President Yoon.",At least 153 people were killed and dozens injured.,D,train,-108.90683,-10.730678
8,d9e02700-8dad-4e28-bbb1-66a6f6acd588,"By April 3, 2025, the death toll from the earthquake reached 4,390 in Myanmar, with over 5,490 injured.",The earthquake caused significant damage and displacement across Myanmar.,"A high-rise under construction collapsed in Bangkok, Thailand, causing casualties.","A M7.7 earthquake struck Myanmar on March 28, 2025, followed by a M6.7 aftershock.",India sent approximately 15 tonnes of relief material to Myanmar via an IAF C-130J aircraft.,"A,C",train,-39.232056,-56.36962
22,5f9ae161-8b9c-4d7a-989c-afd63f98fa73,A U.S. drone strike killed Iranian Maj. Gen. Qassem Soleimani and Abu Mahdi al-Muhandis after Muhandis picked up Soleimani from an airplane.,"On December 31, pro-Iranian protesters attacked the US Embassy in Baghdad.",President Donald Trump withdrew the U.S. from the nuclear accord after taking office.,Jamal Jaafar al-Ibrahimi (Abu Mahdi al-Muhandis) fled to Iran after Saddam Hussein came to power.,"In 2015, the U.S. and five other nations signed a nuclear accord with Tehran.",A,train,-36.897865,97.94868
24,aceac1f0-8d36-41dd-9300-6d2836099aae,Seoul Mayor Oh Se-Hoon cut short a trip to Europe to return home.,A temporary medical center was established in Itaewon for treating the injured.,A deadly crowd surge occurred in a narrow alley in Seoul's Itaewon district on Saturday night.,Kim and her friend entered the alley at 8 p.m. and became trapped as the crowd density increased.,Emergency workers from around the country were deployed to Itaewon to treat the injured.,B,train,-71.705635,45.973354
13,d024394f-f062-45e3-bd83-0fa78f77ac06,The company intends to begin trading under the stock ticker MVRS on December 1.,Facebook changed its corporate name to Meta on October 28 at the company's annual Connect event.,Facebook changed its corporate name to Meta on October 28 at the company's annual Connect event.,"The company plans to report on two operating segments, Family of Apps and Reality Labs, starting Q4 2021.",Facebook announced Andrew Bosworth's promotion to chief technology officer.,"A,B",train,78.20083,-26.80954
5,70fade82-c116-4a18-a36a-92768d112489,Musk confirmed charging $8/month for Twitter Blue check marks and removed ID verification.,Elon Musk completed his $44 billion takeover of Twitter.,Elon Musk signed a deal to acquire Twitter in April.,Elon Musk entered Twitter headquarters.,Twitter sued Elon Musk to force the acquisition.,A,train,46.476273,49.327145
25,a33be7c1-9c23-448c-8b20-1f2155fe5f62,Police used tear gas and water cannons to disperse protesters in Paris.,"On November 24, 2018, ""yellow vest"" protestors blocked the Champs Elysées in Paris, leading to confrontations.","227 people were injured in the protests, with six severely.",73 people were taken into police custody during the protests.,A protester was accidentally run over and killed by a car near Lyon during demonstrations.,A,train,-37.81522,-17.757395
22,1a7f70f2-132f-4a45-be78-c42826ad353f,"On December 27, Kataib Hezbollah attacked the K1 military base near Kirkuk, killing an American contractor and wounding American and Iraqi personnel.","In 2007, U.S. commandos observed a convoy carrying Gen. Qassem Soleimani in northern Iraq.","During the 1980s Iran-Iraq War, Muhandis fought on the side of Iran.",President Donald Trump withdrew the U.S. from the nuclear accord after taking office.,None of the others are correct causes.,D,train,-48.95582,86.710526
32,bb0e18ea-f2fe-4ed4-8fd1-ec22de5e3331,Taliban fighters celebrated following the U.S. departure.,"The Trump administration brokered a cease-fire with the Taliban in early 2020, excluding the Afghan government.","Taliban fighters spread across Kabul streets, riding motorbikes and driving seized police vehicles and Humvees.","Al-Qaeda terrorists attacked the US on September 11, 2001.","The last U.S. military planes departed Afghanistan around midnight Monday (Kabul time), completing the withdrawal.",D,train,-69.10098,79.81066
17,8c64f4bf-d2eb-45ed-b513-f3280e3f2954,"Thousands of firefighters are tackling multiple blazes that killed at least two people and destroyed over 10,000 structures in the Los Angeles area.",None of the others are correct causes.,"Ottawa rapper Khalid Omar was forced to evacuate his Calabasas condo, and his studio was ruined by the wildfires, specifically the Kenneth fire which began spreading Thursday.",The Park Fire became the fourth-largest in California history.,The Park Fire ignited in July in Northern California.,A,train,-49.628292,-75.69938
24,6354cfd3-8601-48b5-abcf-7a097719821e,President Yoon Suk Yeol vowed to carry out a thorough investigation.,A deadly crowd surge occurred in a narrow alley in Seoul's Itaewon district on Saturday night.,At least 153 people were killed and dozens injured.,Emergency workers and pedestrians performed CPR on victims in the streets on Saturday night.,The U.S. State Department confirmed at least two U.S. citizens were among the dead.,"A,B",train,-52.58101,49.631668
